filename,cv_split,cv_label,kvasir_mapped_label,kvasir_folder
64440803f87b4843_18710.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18711.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18712.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18713.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18714.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18715.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18716.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18717.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18719.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18720.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18721.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18722.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18724.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18725.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18726.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18727.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18728.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18733.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18736.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18737.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18738.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18739.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18741.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18742.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18744.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18745.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18746.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18748.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18749.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18750.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18751.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18758.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18759.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18761.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18762.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18763.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18764.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18765.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18766.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18767.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18768.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18769.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18770.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18771.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18772.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18773.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18775.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18776.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18778.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18779.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18780.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18781.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18782.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18783.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18784.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18785.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18787.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18788.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18789.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18791.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18792.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18793.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18794.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18796.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18797.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18798.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18800.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18801.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18802.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18803.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18804.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18805.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18806.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18808.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18809.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18812.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18815.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18816.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18817.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18818.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18819.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18820.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18822.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18823.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18824.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18826.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18827.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18830.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18831.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18832.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18834.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18835.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18837.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18838.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18839.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18841.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18842.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18843.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18844.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18847.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18848.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18849.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18851.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18854.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18856.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18857.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18858.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18862.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18863.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18864.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18865.jpg,training,Angioectasia,Angioectasia,angiectasia
