source,cv_dataset,cv_split,filename,path,pdq_hex,pdq_quality,pdq_min_dist_to_kvasir,pdq_nearest_kvasir_file
cv2024,KID,training,angioectasia-P1-9.jpg,<CV2024_ROOT>/Dataset/training/Angioectasia/KID/angioectasia-P1-9.jpg,01010101010001000001000101000001010101010001000000000101010100000101010101000000000101010100000101000000000000000101010100000001010001000000000000010101010000010000000000010001010101000000000101000101000100000001010101000000000100010001010101010100000000010101000100010001010101000100000100010100010001000100010000000001000100010000010101000100010000010000010101000100000101010000000000010100010001000101010001000001010001010101010100000000000001010100010000000100000100010001000100010001000000000100000101000100,100,98,b2134f4a6f864613_10529.jpg
cv2024,KID,training,angioectasia-P2-2.jpg,<CV2024_ROOT>/Dataset/training/Angioectasia/KID/angioectasia-P2-2.jpg,00010101010101010000000101000101010001010000000101000000000100000101010101000001000000000100000100010000000000010100000100000001010001000100000100000000010001010000010100010101010101010001000001000100000000000001010101000000010001000001010101000100000000010001000100000001000001010101010101000101000001010100000000010000010100010000010001000101010001000100000100010000010000010100010101010100010001010101010101000000000100010001000000010000010101000101010000000100000100000001000001010100010001000001000001010101,100,102,5bb1d3cc7dc64cec_16584.jpg
cv2024,KID,training,angioectasia-P2-3.jpg,<CV2024_ROOT>/Dataset/training/Angioectasia/KID/angioectasia-P2-3.jpg,00010101010001010001000101000101010001010100000000000001010000010101010001000001000100000101010100000001000100010001010001010000010001000100000100010000010101000101010000000000000001010000010001000000000100010000010001000101000000000000000101000001010000010001000000010001000101010100000100010101010101000001010000000100010100010000010101000100010101000100010100000001010001010101000001010100010101010100010000000001000001010100010001010000000101000001010101010100000100000001000000000100000001010000000001000001,100,98,0531325b64674948_8444.jpg
cv2024,KID,training,angioectasia-P2-4.jpg,<CV2024_ROOT>/Dataset/training/Angioectasia/KID/angioectasia-P2-4.jpg,00010101010000010001000101010000010000000000010101010100000000010100010001000100000100010101010001010000000000010100010100010000010001010100000000000100010001010000010000010001010101000000010101010000000000010001000101010001000100010101010101000001000101000001000100010000000101000101010001010001000101010100010000000001000001000001000101010100010001000100010001000100000100000100000101000100010001000100010100000001000001000101000001000001000101000101010001000001010000000001000101000001000000010000010001000101,100,98,04a78ef00c5245e0_12995.jpg
cv2024,KID,training,angioectasia-P2-5.jpg,<CV2024_ROOT>/Dataset/training/Angioectasia/KID/angioectasia-P2-5.jpg,00000100010001010000000001010100010001010001010100000001000101000101010101000101000000010100000100000101000101010100010000010100010001010101000000000100010101000000000100010100000001000101000101000100000100010001010001010100000100000001000000010000000101000001000000010000000101000101010000010101010101010101010000010000000000000100000101010101010100000000010100000100010001010001000001000101010001000100010101000000000001010100000000000101010000010100000101010001000001010000000100010001000000010000000100000101,100,104,131368cc17e44240_31523.jpg
cv2024,KID,training,angioectasia-P2-6.jpg,<CV2024_ROOT>/Dataset/training/Angioectasia/KID/angioectasia-P2-6.jpg,00010101010000010001000101010001010101010100000100010101010000000001010001000100010000010100000101010100000000010100010001000001010001000100000100010101010001000001010100010000010100010000000001010001000100010001010001000001010100000100000100010100010000000001000100010001000101010100000101000100010001010000010001000001000001000100010001000100010000000001000000010001010001000100000101000100010001000100010000010001000100010000010100000100000100000001010000010000010100010001000101000100010001000101000100000001,100,96,fc32def0e7194981_22418.jpg
cv2024,KID,training,angioectasia-P2-7.jpg,<CV2024_ROOT>/Dataset/training/Angioectasia/KID/angioectasia-P2-7.jpg,00010100010001010001000001000101010001010001000001000001000100000100010001000101000100010100010101000001000100000100010001010000010001000100000100010000010001010001000100000100000101010001000001000001000100010001000001000101000100000001000100000100000001010001000100010001000101000100010101000100010101000100000100010000000100010100010001000100010001010001000100000100010001010001000001000100010001000100010001010001010001000001000100010001000001000101010001000100010000010001000100010101000100000100010000000101,100,96,3ada4222967f421d_2748.jpg
cv2024,KID,training,angioectasia-P2-8.jpg,<CV2024_ROOT>/Dataset/training/Angioectasia/KID/angioectasia-P2-8.jpg,00010101010001010000000101010101010000000001000001010001000001000101010001000100000100000101010100010001000000010100010101000001010001000100000000000001010001010000000100010100010101010000000101000000000000010001000101000100000100010101010001000100000100000001000100010001000101000101010001000100010001000101000100000000000100010101010001000101010000000100000000000100000000000001010101000100010001000100010001010001000100000001000100000001010001010100010001000001010000010000000101000101010001010001010101000100,100,100,3ada4222967f421d_2748.jpg
cv2024,KID,training,bleeding1.jpg,<CV2024_ROOT>/Dataset/training/Bleeding/KID/bleeding1.jpg,00010100010000010001010000010100010001000100000100000100010101000100010001000001000001000100000001000100010100010000000001010100010001000001000100000100000101000100000100010001000001000001010000010001000100010000010101010100000100010001000001000101010101000001000100010000010001010101000001000100000001000100010101010000010001000100010001000101010101000100010001010101010100010000010000010100000101010101010001000101000100010001000001000100010000010100010001000100010001000001000100000100000000010000000100010000,100,98,04a78ef00c5245e0_21145.jpg
cv2024,KID,training,bleeding4.jpg,<CV2024_ROOT>/Dataset/training/Bleeding/KID/bleeding4.jpg,00010101010100000000000001010100010000000000010101010100010101010101010101000000000000010101010000000000000100010101010000010000010101000100000000010101010001000000000000010101010001000001010000000000000000000001010101010101000001010101010001000001010001010001000100010001010101010101010001010101010100000000000100000001000101000101010101010100010000000000000100000000000001010000000101010101010101010100010101000000010101010100010100000100000000000000000000000001000000000000000001000100010000010000010001010100,100,94,fb86bc87d3874cd7_10386.jpg
cv2024,KID,training,bleeding5.jpg,<CV2024_ROOT>/Dataset/training/Bleeding/KID/bleeding5.jpg,00010101010101000001000101000000000101010101000001010000000101010101010001000100000100010101000000010000010000000001000101000000010001000100000000010000010000010000010000010001010100010100000101000001000000000001000101000000010101010000010001010100000000000001000000010000000101010101000101010101000000000001010101000001000000010000000101010100010001010001000100010001000000000101000101000100010101000101010001010000010101000100010001000100010101000101010001010100000100010001000000010000000101010001000100000001,100,106,04a78ef00c5245e0_48816.jpg
cv2024,KID,training,lymphangiectasia1.jpg,<CV2024_ROOT>/Dataset/training/Lymphangiectasia/KID/lymphangiectasia1.jpg,00010101010101000000000101000000010001010001000000000101010000010101010101000101000001000101000001010001010000000000010101000001010101010000000000000001010001000001010000000000000000010101000001000001000000000000010101010000000101010000000000010101010000000001000000000000000101010100010101010001010000010100010001010000000101000101010101010101010100000100010000010000000101000001000001010101010101010100010000000001000100000100010001010001010001010101010001010000010000010000000001010000000101010001010000000001,100,98,c11b28a8b2344716_27432.jpg
cv2024,KID,training,lymphangiectasia2.jpg,<CV2024_ROOT>/Dataset/training/Lymphangiectasia/KID/lymphangiectasia2.jpg,00010101010001010001000001010100010001010000000101000001000001010101010001000000000101010100000101010000000100000000010100000000010001000100000100000000010001010001000000000101010100000101010001000100000000010000000101000000000001010101010101000000010100010000000100010000000101010101010001000101010100000100000101010000000101000001010001010100010000010101000100010000000101000000000101010100010001010100010101010000000000000000010101000000010101000000000101000001010000000001000000010101010000010101010100000101,100,106,7a47e8eacea04e64_8379.jpg
cv2024,KID,training,lymphangiectasia5.jpg,<CV2024_ROOT>/Dataset/training/Lymphangiectasia/KID/lymphangiectasia5.jpg,00010101010101000000000001000101010001000100000100010100010001010101010101000000000101010100010100000100010000010001000100000101010101000100000000000001010101000000000000010001010100010000010101000000000000000001000101000100010000010001010101010100010000010000000100000000000101000100000101000101000101010001010001000001010000010001000101010100010000010100010000000001000001000100000101010101010101010101010001000000010100000000010000000000000100010001010001000100010000010000000000010001010001000100010100010100,100,98,495f16498db34d3c_21107.jpg
cv2024,KID,training,lymphangiectasia6.jpg,<CV2024_ROOT>/Dataset/training/Lymphangiectasia/KID/lymphangiectasia6.jpg,00010101010100000001000101000101010001000001010001000101000000010101010101000000000101010100010100000001000000010100010100000001010101000100000000000000010101000000000100000000010001010101000001010100000000000000000001010000010101010000000001010000010101000001000000000000000001010100010101010000000001000101000000010100000000010000010101010101010000000000000000010101000001010000010101010101010101010101010001010000000101000101010100000101010000000101010001010000000000000001000001010001010000000101000001010101,100,100,fc32def0e7194981_31319.jpg
cv2024,KID,training,lymphangiectasia7.jpg,<CV2024_ROOT>/Dataset/training/Lymphangiectasia/KID/lymphangiectasia7.jpg,00010100010100000000000101000001010101000001000001010000000001010101010101010000000100010100000101000001000000010101010000000101010001000100000000000100010001010000000100000101010001010000010100000100000000000001010101000000000001010000010101000101000101010001000100000001000101010101000001010000010100000100000100000001000101000001010001010100010100000001010000010100010100010101000001000101010001010100010001000001010000010100000100000001010001000100000101000101010000010000000100010100000101000001000001000001,100,96,8885668afb844852_3900.jpg
cv2024,KID,training,lymphangiectasia8.jpg,<CV2024_ROOT>/Dataset/training/Lymphangiectasia/KID/lymphangiectasia8.jpg,00010101010101010001000000000101010000000101010000000100010000010100010001010100000101010100000101000000010100000000010100000001010001000101000000000000010001010101010100010000000000000101010001000000000100010000000101010100000000000001000000000101010100000000000000010000000001010100010100000000000000000101010001010101000101010000000101000100010101000000010101010101010000010101000000010100010101010101010101010000000101010001010101010101010100000100010000000100010101000000000101000001010000000100000000000001,100,104,d369e4f163df4aba_8217.jpg
cv2024,KID,training,normalcolon100.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon100.jpg,00010101010000010000010100010101010001000100010001000101000001010100010101000101000100000100010101000000000100000000010100000001010001000100000000010000010101010000000100010001000101010000010101000001000000010000010001000000010000010101010000000000010000010000000100000001000101010100000001010001000101000101010001010001000000000101010001000100010100010000010001000000010100010101000101000101010101010101010001000000010101010101010000010000000000000000010001010100010100000001000001000100000000010101000001010000,100,100,07c1fa15a20a4398_1740.jpg
cv2024,KID,training,normalcolon101.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon101.jpg,00010101010101000001000101000101010001000100000100000101000101000100010001000000000100010100010101000001000100010100000001010000010001010100000000010000010000010000000100010101010100000000000101000000000100010001010101000001000100010101010101000100000100010001000100010001000101010100000101010100000101010100010000010000000101000001010101000100010000000001000000000100010100000000000101000100010001000100010001010001000001010001000001000001000001010100010000000001010000000001000101010100000001010001010100010000,100,100,4560e83f9afc4685_7139.jpg
cv2024,KID,training,normalcolon102.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon102.jpg,00010101010001000001000001000001010001000000000100010100010000010101010101000100000101010100010101010000000000000101010000010000010001000100000000010001010100000001000100000001010001010001000001000000000000000001000101000100000000010000010001010101010000010000000100010001000101010100010101000101000101000100000101000101000101010101010101000100010000010001010101010101010001000001000001000100010101000100010001000000010101000100000100000000000000000000010001000000000000000001000101000100000000010101010101010101,100,94,d369e4f163df4aba_14195.jpg
cv2024,KID,training,normalcolon103.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon103.jpg,00010101010101000001000101000001010001000100000000010101010100000101010101000000000000010100010001010101000000010100000001010000010101000100000000010000010001000000000000010001010000000001000100000100000000000001010001010101010100010000010001000000000101010001000000010001000101010100000101000100010101010101010001010000000100010101010001010101010100000100000100000100010000010000000101010100010001010101010001000000000001010100000000010101000001000001010000010000000000000000000001010000010101010001000001010101,100,100,3c8d5f0b90d7475d_17109.jpg
cv2024,KID,training,normalcolon105.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon105.jpg,00010101010000010001000001010100010101000001010000000101010000010101010101000000000000010100000101000001000100010101000100010100010001000100000000000001010000010100010100000000000101000000000001000100000000000001000101010000010100010000010001010101000100010001000000010001000101010100010100000101010001010100010000010001000101010001010101010101010000000101010000010000010100000001010001000101010001010100010001000000010100000000010000010000010001010000010001000001010000000000000001000000010101010101000000000101,100,104,dac1e27f7e4d4ef5_5011.jpg
cv2024,KID,training,normalcolon107.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon107.jpg,01010101010100000000000000000101010101010000000100010001010100000101010001000000000101010100010101000101000000000000010001010100010101000100000000000000010100010100000000000001000101010100000000000000000000000000010101010001000000000000000001010101010100000000000000010001000101010101010000000101010101000101010001000000000101010101010101010100010100000101000101010101000001000100000101000101010001010101010000000000010101000001000100000000000101000101000100010000010001010001000000000001010001000101010000000001,100,98,04a78ef00c5245e0_48592.jpg
cv2024,KID,training,normalcolon109.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon109.jpg,00010101010001000001000101000101010001000001000001010100000001010101010001000001000101000101010001000100000000010001010000010001010001000100000000010000010001010000000100010101000100010100000100000000000000010000010001010001000101010001000101000100000000010001000100010001000101010100010101010101010101000101010000000001000101000101010101000100010000000000010000010000010000010001000001000101010001000101010001000001010000000000010101000000010101010000010001000001010000000001000000010100000100010001000100010000,100,96,fb86bc87d3874cd7_13346.jpg
cv2024,KID,training,normalcolon11.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon11.jpg,00010100010001000001000101000100010001000100000000000101010000000101010101000001000100010100010101000101000100010001010101010101010101000000000100010001010001000101000100010001000101000100010000000000000000010001010001000000010100000000000001000100010000010000000000010001000101000101000100000000000001000101010001010001000100010001010101010100010100010001000100010101010000010001010001010100010101000100010000000000010101010101010001000001010001010001000001000000000100000001000101000100000000000000000100000101,100,96,8885668afb844852_22766.jpg
cv2024,KID,training,normalcolon110.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon110.jpg,00010101010001000001000101010100010101010001000000010100010100000101010001000101000100000100010001010001010100000100010100000000010101000100000000000001010001010000000100000000010001010000000000010000000000010001000001000101010001000000010000000101000101000001000000010000000001010101010000000100000001000001010100010000010000010101000101000100010100000001000100010100010000010001010001000100010001010101010101000001010100010101000001010000000000000101010101000101010001010001000000000100000001010001000101000101,100,100,0728084c8da942d9_5245.jpg
cv2024,KID,training,normalcolon111.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon111.jpg,00010101010000000000000101000101010001000100000101000101010100010100010101000100000100010100000101000100000000010000010001000001010001000100000100010101010001000000000100010001010100010100010000000000000000010001010001000100000001000000010001010100010100000000000000010001000101010101000101010100010101000100010000010001010100000001000101010101010000010001010000010000010100000001000001000100010101000101010001000000010001000101000001000000000001010101010001010000010000010000000101010001000100000101000100010000,100,100,8ebf0e483cac48d6_13150.jpg
cv2024,KID,training,normalcolon112.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon112.jpg,00010101010001000001000101010100010001000001000101000101000000000101010001000001000100000100010100000000000000010001010001000101010101000100000000010001010001000000000100010100010000010001000001000000000000000001000101000000000101000001000101010100010001010000000000010001000101000101010101000101000001010100010000010101010100010100010101010100010000000101000101010000010000000001000001010100010101010100010001000000000001010001000100000100000001010101010001000101000000010000000100010000010000010101010100010000,100,100,131368cc17e44240_30522.jpg
cv2024,KID,training,normalcolon113.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon113.jpg,00010101010000000000000001010100010001000000000001010101000000000101010101010000000000010101000101000000000100010001010000010001010001000100000000010100010100000000000000010101010100000100000101000000000000000001010101010100000001000001010100010100000001010001000100000000000101010101000001010101010101010100010000010000000100010000010001010101010101010100000100010000010000000001010101010100010001010101010001000001010100000100010001010001000101000100010000010000010000010001000001000000000100010100000101010000,100,100,bca26705313a4644_23085.jpg
cv2024,KID,training,normalcolon114.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon114.jpg,00010101010001000001000101010000010001010000000001010101000000000101010001000001000100010101010101010001000100000101000100000001010001000100000000000100010001000001000100010101010001000000000001000000000000010001010101010001000000000000010001000100000000000001000100010001000101010100000001000100010001000101010100010001000100010101010101010100010000000001010000010001000100010000000001000101010001010100010001000000000000000100010101010000010001000001000000010001000100010001000101010100010100010001010001010101,100,94,5e59c7fdb16c4228_26598.jpg
cv2024,KID,training,normalcolon116.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon116.jpg,00010101010000010000000101000101010001010000010001000100000000000100010101000000000101010100010101010101000000010101010000010100010001000100000000010001010001000001000000000000010101010001010000000000000000010001000101000001010000010000010101000100000101000001000100010001000101010100000100000100010001010101010100010001000101010001010101010100010000000100010100010101010101000001000101000100010001000100010001000000010100010000000001000000010000000100010101010000000100000000000101000000010001010000000100000101,100,98,0728084c8da942d9_14244.jpg
cv2024,KID,training,normalcolon118.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon118.jpg,00010101010001000001000001010101010101000001000101000101000101000101010001000001000100010100010001000001000000000100010000010100010001000100000000010100010101000001000100000000010001010001000001000000000000010001010101000001000000010100010001010101000101000000000100010001000101010100000100010100000001010100000100000001000100010001000101010100010000000100010001010001010100010001000001010100010101000100010001000001010100010101000101010101000000000100010101000000010000000001000101000000000100000100000000000001,100,94,3ada4222967f421d_2748.jpg
cv2024,KID,training,normalcolon12.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon12.jpg,00010100010000010001000101000001010001010001000001010000010100000100010001000000000101010100010100000001000100010101010000010000010001000100000000010001010001000001000100010100010001010001000001000100000100010001000101000101000100000100010001000100000100000001000100010001000101000100010101000100010001000100000100010100000100010000010001000100010000010001000100010101000100010000010001000100010001000100010001010001000101010100000100010100010001010000010000000001000100010001000101000100000100010100000101000101,100,92,dac1e27f7e4d4ef5_15009.jpg
cv2024,KID,training,normalcolon122.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon122.jpg,00010101010000000001000101000001010101010000000001010100000000010101010101000000000100010101010001000001000001000001000101000100010001000100000000000000010001010001000000000000010101000000010101000000000000010001010001000001010000010000010101000101000000000001000100010001000101000101010000010100010101010100000000010100000100010100010101010100010001010101010100000001010000000000010101010100010001000100010001000001000001010101000000000000000101010100010000010001010000000001000100010000000001010101010101010100,100,102,fb86bc87d3874cd7_25390.jpg
cv2024,KID,training,normalcolon123.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon123.jpg,00010101010101000001000001010000010101010000010000010100010100000101010101010100000101010100010000010001010000000101010100000001010001000100000000010000010001010000000001000001000000010100000101000100000000000001000101010000010101000000000101010100000001010000000100000000000101000101010000010100010100010000010101000001000101010100000101010101010000000000000000000001010101000100000100010101010101000101010000010000000101000100010101000000000000010100010000000001010000010000000001010100000100000101010100010100,100,104,fc32def0e7194981_58652.jpg
cv2024,KID,training,normalcolon124.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon124.jpg,00010101010100000000000101010001010001000000000000010101010001010101010101000000000100000101010101000000000100010001010101000000010001000100000000000001010101000001000000000000010101000100000001000000000000000000000101010000000000000001010101010101010100010000000000000000000101010101010001010000000101000001010001000000000000010101010101010101010100000101010001010101010001000000000101000101010101010101010101000000010101010000010100000001000000010001010100000001000100010000000001010000000000010100000101010100,100,92,04a78ef00c5245e0_48592.jpg
cv2024,KID,training,normalcolon126.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon126.jpg,01010101010000010001000101010001010001010100000101010000010000010101010001000000000101010100000101000000010100000001010101010000010101000000000100000001010100000000000000000001010101000100010100000000000100000001010101000001000000010001000101010100010000000001000100010001000101010100000101010101000101000100010001000001000000010101010101000100010100000001000001000001010101000000000101010101010001000101010100000001000001000001000101000101010000010000000000000101010000000001000001000001000001000001000100010000,100,100,d626f4f4a5ac4785_48403.jpg
cv2024,KID,training,normalcolon127.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon127.jpg,00010101010000000000000100000101010101010100000101000001000001000101010101000000000000010101010001010001000001010100010100000000010101000100000000000000010000000100000100010000000100000001000101000000000000000001000101010000000001000000000001010100010101000001000000000000010101010101010000010000000101010100010101010100000000010101010101010101010001010000010101000100010101010000010101010101010001010101010001000001010101010000010101000001000100000100000000010101010000000000010000010000010100000000000001000001,100,102,04a78ef00c5245e0_48592.jpg
cv2024,KID,training,normalcolon129.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon129.jpg,00010101010001000000000101010101010100000000000101010100000001000100010001000001000101000100000000000000010000010101010100000001010001000100000000000101010101000101010100010001010000010000010001010000000100010001000001010100000100000000000000010101010101010001000100010001000001000101000100010101010101010100010000000101000000000000000101010100010101000001010000000000010000000001010101010100010101000101010101000000010100000101000000010101000001010101010101010000000000000000000100000001000001010100000000010000,100,100,fb86bc87d3874cd7_10426.jpg
cv2024,KID,training,normalcolon130.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon130.jpg,00010101010001000001010101010001010101010100000000000100010101000101010101000000000100000101010001010101000000010000010101010000010001000100000000000101010000010100000100000000000001000001010000000000000000000001010001010000010000000000000001010101010100000001000000000001000101010100000101000000000001010101010101010100000000010101010101010100010100000101010101010101010000010101000001000101010001010100010101000000010101010000010101000100000000000000010001000001000100010000000100000000000000000100010100000001,100,90,04a78ef00c5245e0_48592.jpg
cv2024,KID,training,normalcolon131.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon131.jpg,00010100010000010000000101000101010001000100000000010101000001010100010001010000000100010100010101000101000000010001010001010001010101000100000000010000010100000000010000010001010000010100010000000000000000010001010001010001000100000001010101010100010000010001000100010001000101000100000001000101010000010100010000010000000100000001000001000100010001010101010000010101010000000001010101000101010001000101010001000001000100010100000001000101000000010100010001010001010001010001000101000000000001010001000100000100,100,104,8ebf0e483cac48d6_7226.jpg
cv2024,KID,training,normalcolon134.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon134.jpg,00010101010100000001000001010001010001000001000100010100010001010101010101000100000100010101000001000000000100000101010001000001010101000100000000010001010001000101000100010001010001000101000100000000000000010001000101000100000000010000010001000100000100000001000000010001000101000101000001000100010001000101000100010100000100010001000101000100010000010101010001010100000100010000010001000101010101000100010001000001000100000000010101010000000101000100010001010000000000010001000000010101000100000000010001010101,100,100,bca26705313a4644_23395.jpg
cv2024,KID,training,normalcolon135.jpg,<CV2024_ROOT>/Dataset/training/Normal/KID/normalcolon135.jpg,00010100010001010001000101000101010101010000000101000101000100000101010101000001000100010100010101000001000000000100010100010000010001000100000100000001010001010000010000010000010001010001000001000000000000010001000001000001000101010001000001000101010000000000000000010001000101000100000100010000000001000101010100000100000100000001000101010100010100010100010101010100010101010000010101010101010101000101010001010000010001000100010101010001000000010001000001000001010001000001000000000000000100000000010001000001,100,104,131368cc17e44240_30449.jpg
