source,cv_dataset,cv_split,filename,path,pdq_hex,pdq_quality,pdq_min_dist_to_kvasir,pdq_nearest_kvasir_file
cv2024,AIIMS,training,ulcer1_21.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_21.jpg,00000000000000010100000101000000000000010000010001010000010101010000000000010001000001010100000100010101000101000100000001010100000000010000000101010100010101010101000101010000010001010000000100010000000101010100010001010100000101010000010101000000000001010101000101010100010101000100000001010100000101000000010101010001000001010100010101000100010100000100000000010101010001000000010101010100010001000101010100000001000000010100000001000001010101000000000000010101010100000000000100000001000100000001010101000000,100,78,6cb700585c4f4070_14837.jpg
cv2024,AIIMS,training,ulcer1_275.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_275.jpg,00010001000000000001010101000101000100010001000100000101010000000000000100000000010000000101000100000100010100000101010000000101000000010001000001000101010001010001000100000100010000010101000100010001000001010100010101000101000101010101010100010000000000000101000101000101010001000101000101000100010000010100000001010100010001000101010001010100000000010001000001000100000100000000000100010100010101000101010100000000010001000001010001000101010100010000010100010000010100000001000000010001000001010001010100000100,100,78,dc221ccc65d34010_84154.jpg
cv2024,AIIMS,training,ulcer1_425.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_425.jpg,00000100000100000001010001010000000000010100000101000001000101010001000000000001010001010100010100010100000101000000010100010000000000010000010100000101010100000100000101000000010100000101010000010000010101010101010101000101000101000000010100010100000001010100010100010101010001010100000001010001010000000100000000010000000101000101010001010100010000000101010000000001010000010001010000000101010001000100010000010001000000010001010001000101000101010101000001010101010000000000000001010100010000000101000001000000,100,80,5e59c7fdb16c4228_39840.jpg
cv2024,AIIMS,training,ulcer1_514.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_514.jpg,00010000000000000001000100000000000100000000010101010100000101000001000000010000000001000100000100000000010101010100010101000100000100010001000001000101010100010100000101000100010100000100000100000001000101010101010001000001010101000000010101010100000101000101010101010101010001010101000100010001000100000000010101010100010101000101010001000100000000000000000101010001000101010000010101000100010101000100000100010001000101000101010001000000010000000001000000010001000100000000000100010100000000010101000100000001,100,82,5e59c7fdb16c4228_26605.jpg
cv2024,AIIMS,training,ulcer1_554.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_554.jpg,00000000000100010001010001010100000000010101010100000101000000010001000100010000000000000101000100000000000000010101010000010100000000000001000101010101010000000101010101000000010000000000010100010001000100000101010001010101000000000100010100000101010100000000010001010101010101000100010101010001010001010101010100000001010001000101010001000100010000000101010101010100000101000000010101010101010001000100010100010001000001010101010000000000010100000000000001010101010000000000000100000000000000000101000100000001,100,82,64440803f87b4843_7286.jpg
cv2024,AIIMS,training,ulcer1_564.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_564.jpg,00000000000100010000010101000001000101000000000101010101000001000001000100010000000101010100000100000000010101000101010000010000000000000000000101010100000101000001000001000000010101010100000100000001000101010100010001000000010001010100010101000000000101010101010101000100010001000100000101010100010100000000000100000101010000010101010001000101010100010001000001000101010100000101000000000100010101010100000000010000010000010101010001000000000001010101000001000101000100000000000101010100000000010000010101010100,100,82,39960e5e099a45ca_23835.jpg
cv2024,AIIMS,training,ulcer1_569.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_569.jpg,00000000000000000000010101010001000000000000000101000101000000010001000100000000000101000100000100000001010101000000010101010101000000000001000001010101010001010101010001000101010101010001000000010001000101010100010001000001000100000101000101010101000001010101000101010100010001010101000000010101010101000000000101010000010100000101010101000100000100010100000000000100000000010000010101010100010101000100000100000000010000000100000101010100000001000001000100000000000100000000000100010100010100010100000101010001,100,78,4560e83f9afc4685_6850.jpg
cv2024,AIIMS,training,ulcer1_77.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_77.jpg,00010000000000010101000101000001000101010001000001000001000100010000000100010100000101000101010000000101010000010100010000000001000100000001000101010101010000010101000001000100000100000101010000000001010100010100010001010100000001010101010000000001000000010101010000010101010101000100000001010100000000010100010000010100010001010101010001010101000000010100000000000101000101000100000101010100000001010100000100010000000101000101000000010000010101000101000001010000010100000000000101000000010000010101000100000000,100,78,5e9beaf4e66142c8_11811.jpg
cv2024,AIIMS,training,ulcer1_922.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_922.jpg,00010001000000010100000101010000000100000101000000010100000101010001000000010001000101000101010101010101000001010100000001000000000100010000000101000100010000010000010101010101000000000000010000000001000101010101010001010101010100010100000001010101000000010101010001000100010001000101000000000100000101000000000000010101010001000001010001000101000000010100010100000101000001010100000001010101010001000000000100010000000000010100000101000000000101010000000001010001010100000000000100010100010100000101000101010100,100,82,6cb700585c4f4070_14795.jpg
cv2024,AIIMS,training,ulcer1_952.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_952.jpg,00000000000100010000010001010001000001000101010101000100010100010001000000010001010101000101000101000101010001000100010100000100000000010001000101000100010001010101000101010000000001010001000000000001000001000101010001010001000101010001010000010001010100000101000001010000010001000100010101010001010000010000000100010100000100010100010001010100000100010001000001000100000100010100010001000100010001010101010100000001000000000001000100000100010100000001000101000000010000010001000001000000010001010001000000000101,100,82,2fc3db471f9d44c0_5510.jpg
cv2024,AIIMS,training,ulcer1_962.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_962.jpg,01010000000000010101000001000000000000010100010100000101000001000000000000000001010000000100000101010100000101000000010001010000000000010000000101010100010100010101000101010101000001010001010000010001000100000101010101000001010000000000010101010000000101000000010001010100010101000101000000010001010100010000000100000101010100010100010101000101000100000000010100010000010100000101010001010100010101010001000000000001000100000100010001000101010101000100000101000100010100010001000001000100010000010000000100000101,100,82,3c8d5f0b90d7475d_16811.jpg
cv2024,AIIMS,training,ulcer1_972.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer1_972.jpg,00000001000000010000010001000000010000010000000001010000000001000000000000010001010000000101000001010101010101000101000100000100000100000001000101010100010101000100000001010101010001000101000000000101000101010100010001010101000100000100000001010001010101000100000001010101010001000100000000010101010101000000000001000101010101010100010001000101010100010100010001000101010101010100000001010100010001010101010000000001000000010001000101000100010001000000000101000100010100010000000001000000010001000000000000000001,100,76,8885668afb844852_20790.jpg
cv2024,AIIMS,training,ulcer2_1.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1.jpg,00000001000000000001010001010100000100010100010100010100000001000001000100010001010001000101000100010100010100000100000001000001000100000001000100010101010001010100000100000100000001010001010000010001000101000100010001010100010101000000010001000001000001010101000001010100010001000101000000000001010000000001000000000100010001010101010001010100010100010001010100010001010001000101000101010000010101010100000100010000010000000100000101000001010100000000010101000100000101010000000000010101000001000001010000010000,100,80,ed02f27ef36f483e_14125.jpg
cv2024,AIIMS,training,ulcer2_1036.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1036.jpg,01010001000100010000000101010000000100010101000101000100010000010000000100000001010001010100000101010001000101000100010100000001000100000001000101000100010101000001010101000001000001000001000000010001000100000100010101000101010100010001010001000001000000010001000101000100010001000101000000000000010001000000010000010101010001000100010001000101000000010100010100000100000100010001010000000101010001010100010100000001000001000100000100010001000000010101000001000001000100010001000001010001010100010100010001010100,100,78,3c8d5f0b90d7475d_11184.jpg
cv2024,AIIMS,training,ulcer2_1045.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1045.jpg,00000000000100010000010001010001000100010001000101010100000000010001000000000001010001000101000101010001010001000100000000010001000100000001000101000101010100010001000100010101000001000000000100010001000101000100010001010100010101010001010001000000000100010001000100000100010001010100000000010100010001000000010000010000010101000100010101000100000100010100010001000000010000010001010001000101010101000100010100010000000101010000000100010001000000010000000001000001000100010001000001010001010100010101010101010100,100,72,5bb1d3cc7dc64cec_13693.jpg
cv2024,AIIMS,training,ulcer2_1065.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1065.jpg,01010000000100010001000000000101000000010101000101000100000101000000000100010000000001010100010100010000000001010101010001000001000100010001000101000100010000010100010001010101010000000000010100010001010100000100010101000101000001010100010100000100000100010101010001010100010101000100000101010000000000000000000000000001000001000100010001000100010100010101010100000101000001010001000001010101010101000101010100000000000000000100010100010000000100010100010001000101000000010001000000010101000001000001000101000100,100,80,64440803f87b4843_9544.jpg
cv2024,AIIMS,training,ulcer2_1075.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1075.jpg,00000000000100010001010000000001000100010101000000010001000000000000000100000001000101010100010101010001010100010100010001000101000100010001000001010101010001000000010101010100000000000000000100000000000101010100010101000001010100010000000001000100000000000000010101010100010001000101000101000100010001000100010001010001010100010100010001010100010000010101010001000100010001010001000000000001010101010100010000010001000001000101000100000000000100010101010001000101000000010101000000010001000100010001000101000100,100,76,c7084b3556e34619_29835.jpg
cv2024,AIIMS,training,ulcer2_1076.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1076.jpg,01000000000000010001000001000100010000000101010101000000010100010000000000010000010001000101010100000101000101010101010000000001000000000000000101010101010000000001010000010101010001000001000000010001000101010101010101000100000001000100010100000000010100000001000001010101010101000100010001000001010001000101000100000101010001010101010001000101000000010100000001000100010000000001000101010100010101000100000000000001000101000001010000000001010000000101000001010100000001000001000101010001010101000001010000010100,100,80,64440803f87b4843_9365.jpg
cv2024,AIIMS,training,ulcer2_11.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_11.jpg,00010001000000010101000001010001000100010101000000010100000001010001000000010001000001000101010000010101000101000100010101000000000000010001000101010101010000010000010100000001010001000100010100000001000101000101010001000100010100010100010001010000000100000000010001000100010001010101000101000100000101000100000100000101010101000100010001010100000100000000000101000100000000000101010100000100010101010100010100000001000101000101000001000001010100010100000100000001000000000000000100000001010001010001010000010100,100,78,fb86bc87d3874cd7_13280.jpg
cv2024,AIIMS,training,ulcer2_111.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_111.jpg,00000001000000010000010001010000010101000101010101000101000100000000000100010000000101010101000001010001000001000001000000000000000100010000010001010101010001000001010001010100010000000001000100010000000101010100010101010101000100000101000000010000010001010101000101010100010101000100010000000100010000000100000100000100010001000101010101000101010000000001010000010000000100000100000101000100010001000100010000000001010001000101000101010001000001010100000101010001010000010000000000010101000101000000010001010100,100,78,fe5d372e43f94f68_2645.jpg
cv2024,AIIMS,training,ulcer2_1115.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1115.jpg,01000001000000010001010001000101000001010101010000000100000000010000000100010000000001000100000100010101000100010101010000000001000100010001000101010101010101000000000101000100000000000001010000000001000100010100010001000001000101000101010000000000000100010100010101000100010001000101010001010101010000000101000000000101010101010100010101010100010000010001000000000100000000010001010101000100010001000100010000010001000000010100000001010000010001010100000000010100000000010001000100000101010101010000010101010100,100,80,64440803f87b4843_18918.jpg
cv2024,AIIMS,training,ulcer2_1246.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1246.jpg,01010001000100000000010100000001000100010101000101000001000100010000000100010001010101000001010001010000010101000100010101010000000100010001000001000101010001000001010100000100010100000001000000000000000101010100010101010100000001000100000001000001010100010001000001000100010101000100000101010100010101000000000101010000010101010100010101000100010100000001000000010100000101010000000101000001010101010100000001010000000000000000000100010100000001010000010000010100010100010001000101000001010000010000000001010000,100,82,5e9beaf4e66142c8_11850.jpg
cv2024,AIIMS,training,ulcer2_1255.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1255.jpg,01010000000101000001010000000101000101010100000001000100000001010101000100010000010100000101000001010000000001010000010100000001000000010000000001010100010000010101000000000000010000010101010000010000000001010101010101000000000001010101010000010101000000010001000101000101010001010100010000010100010001000001000000010100000001000101010001000101000000010100000101000001010100000101000000010100000101000101010000010001000100010100000100000001010001010100010100000001010100000001000100010100000101000101010000010100,100,92,3ada4222967f421d_11468.jpg
cv2024,AIIMS,training,ulcer2_1256.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1256.jpg,00010001000000000100010101000100000100000001000100000101010001010000000000010001000101010101010100010001000001000100010001000101000000010001000101010100010001010001000101000100010000010001010000000001000001010100010001000101000001010001010100000100000000010001000101010100010101010100010000000100010101010100010001000001010001000100010101000101000000000001010101000001000100010000010001000100010001000100010000010001000000000001010100010001000100000000000000010100010000010001000101000100010000000100010001000101,100,78,64440803f87b4843_7584.jpg
cv2024,AIIMS,training,ulcer2_1324.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1324.jpg,01000000000000000001000101000000000000000101000101000001000001000000000100010000010101000100010101000001000001010001010000010001000000000001000101010101000001000001010101010100010000000100010100010001010000010100010101010000000001010101010100010100000000010100010101010101010101000100000100010100000101010100000100000100010100010101010101000101010000000100010101000000010101000001000101000101010001010100010000010000010000010100000000010001010101000000000000000000010000000100000101010000010100000000000100000101,100,78,131368cc17e44240_30743.jpg
cv2024,AIIMS,training,ulcer2_1335.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1335.jpg,00000000000100000000000100010100000000000101000100000101010000000000000000000001000101010100000100010100000101010100000101010000000000010001000100000101010101000100000101000101000101010000000100010000000101010101010001000001010000010000010000000001010101000000010101000101010101010101010000010100000100010100000000000101010101010101010101000101010000010001010000010101000101000001000101000100010001010100010000010100000000010100000001010000010101000100000000000101000000000001000001010000010001000001010100000101,100,80,dac1e27f7e4d4ef5_5011.jpg
cv2024,AIIMS,training,ulcer2_1405.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_1405.jpg,00000001000000010001010001000000000001000000010100000101010100000001000100010001010001000101010101010001010100010101010000010000000000000001000001000101010001010001010000010100000000000100000100010001000101010101010001000100000101000101000101000000000100000100010000000100010001000100000101000100010001000001000100010100010101000101010001010100010100000000000101000000000000010000000101000101010101000100010100000000010001010001010101010100010100010101000001000000000000000001000101000001010100010001010101000100,100,70,b2134f4a6f864613_14561.jpg
cv2024,AIIMS,training,ulcer2_2045.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2045.jpg,01000001000100000001010001000101000000000000010001010001010001000000000000010001010001010100000000000000010000010000010100010000000000010001000001010100010101000100010000000100010100010001010100010001000101000100010101010001000001000101000100010100000101000001010101010100010101010100010101010101000101010101000100000100010001010100010101010100000100000001000001010001000100000001010001010100010001000100010000000001000101010001000101000101000000000100000100000101000000000001000000000000010001000100000001000101,100,74,ed02f27ef36f483e_13943.jpg
cv2024,AIIMS,training,ulcer2_2055.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2055.jpg,00000000000100010101010101000100000000000100000101000001010001010000000000010001010001010100010100010000000001000000010000010101000000000001000101000100010101010000000101000000010101000101010000000001000101010100010101000101010000010101010101010001010100000101000001010101010101000101000000010101010101010101010100000000010001010100010001000100000100000100000101000001010000010000010101010100010001000100000100000000000100000001000000010000010100000000000100010000010100000001000001000100000001010000000100000101,100,76,131368cc17e44240_30582.jpg
cv2024,AIIMS,training,ulcer2_2065.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2065.jpg,00000000000000010101010101000000000000000001010001000000010100000000000000010001000101010100000100010000010001000001000101000101000000000001000101010100010100000100010100010101010100010001010000010000000101010100010101000101000100000101010100010100000000000100000101010100010101000101000000000101000101010100000100000101000101010100010101000101010100000000000101010001000101000000010001000101010101000101010100000000000101010000000000000000000101000001000001010101000000010001000001000000010101000100010000010001,100,78,dac1e27f7e4d4ef5_15098.jpg
cv2024,AIIMS,training,ulcer2_2445.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2445.jpg,00000000000000010001010001010100000000010101000101000001000001000000000000000001010001010100010000000000010101000000010001000001000100000001010001010101000001010101000001010101010101010001010100000001000101010101010001000100010101010000000001010101000100000101000101010100010101000101000100000100010101000001000100000001010000010101010101000100010101010100000100010001000100000000010000000101010001010100010000000001000100000001010000010001000000000100000000000100010100000000000001000000000101010100010001000101,100,82,df6b47bafe5143f5_10073.jpg
cv2024,AIIMS,training,ulcer2_2744.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2744.jpg,00010000000000010000010000010100000001010001000001000000010001010000000000010001000101010000000100010101000001000100010101000000000100010001000101010100010101000101010000010100010101000001010100000000010101010101010101010101010101000000010001000000000100000101010100010101010001010100000000010001010000010100010000000101010101000101010101010100000000000100000101010100000100010101000000010100000001010100000000010000000100000001010100000000000001010100000000010000000100010000000100010101010000000001010101000000,100,78,c7084b3556e34619_39591.jpg
cv2024,AIIMS,training,ulcer2_2764.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2764.jpg,00010000000000000000010100000100000000010101010101000000010100000001000000010001010100000101000100010001010100000101010000000101000100000001000101000100010000000101010101000000000001010001010000000001000101010100010001000001000100000100010001000000000101010100000101010100010001000100010101010100000000010000010101000001010000000100010001010101000000010000000001010101000100010001010001010101000101000100000000010001010101000000000001010101000100010000000101000101010100000000000101010001000101010000000101010100,100,86,8885668afb844852_35554.jpg
cv2024,AIIMS,training,ulcer2_2774.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2774.jpg,01000001000000010001010001000000000000010100000001010100000100000001000000010001010101010100000001010001010101000001010000010000000100010001000101000100010001010100010101010100000000010000010100000000000101010100010101000101000100000001010101010100000100000000010001010101010001000101000000000100010000000001000000010100010001000100010001000100010100010101010000010101000001010000010100000101010001010101000000010001000001010100010101000000000000010100000100010000000000010001000101000001000101010000000101010100,100,76,c7084b3556e34619_21376.jpg
cv2024,AIIMS,training,ulcer2_2804.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2804.jpg,01000001000000000001010000010100010100010101000001010000000100010001000100010001000101000000010100010101010101000000010000000001000100010001000101000101010000010100000100000101010000010100010000010001000001000100010101000101000101000101000000010000000101000101000100010100010001000101000001010001010001000000010000000001010001000101010101010100000100000100010100010000000001010001010001000100010001000000000100010001000100000000010000010100010101000001000101010100000100000001000001000000010101010100000100000101,100,84,8a00709108cd4e2b_4742.jpg
cv2024,AIIMS,training,ulcer2_2973.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_2973.jpg,01000000000100010101000001010001010000010100010101010000000101010000000000010001000101010001010000010100010100010000000000000100000000000001000101000101010001000101010001010100010000010100000100010001000101000100010001010000000100000100000000000100000100010100010101000101010001000101000101000001000001000001010000010000010000000101010001000100000100000101000001000001000100010100010000000101010000000100010100010000000101010001000000000100010101010000010000010101010100000001000100010101010001010100010101000100,100,84,04a78ef00c5245e0_48634.jpg
cv2024,AIIMS,training,ulcer2_401.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_401.jpg,00010000000100000001010000000000010000000100000000010001010001000100000000010000000100000100000101010100000101010101000000000000000100010001000101010101010101000100010001000101000101010101000100000001000101010100010100000101010101000001000001010100000001010000010101010101010101000100000000000101000101010000000101010101010101010100010001000101000000010101010000000001010001010000000001010000000001010100010100000000000000000100000101010100000100000001000001010101000100000000000100000001010101000000000101000101,100,84,fe5d372e43f94f68_2396.jpg
cv2024,AIIMS,training,ulcer2_421.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_421.jpg,00000000000100000001010001010100000101010100010100000001000100010001000000010001010101010001010000010101000001010101010100000100000000010001000101000101010101000001010001010100000001000001000100010001000001010101010001000001010000000100000100010001000100000001010101010101010101000100000001010001000100010001000100000100010101000100010001000101000000000101000100010000000000000100000001010101010101010100000000010000000000000100000100000100000101000000000000000000000000010000000101010101010100010101010101000001,100,76,ed02f27ef36f483e_14059.jpg
cv2024,AIIMS,training,ulcer2_431.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_431.jpg,00000000000000010001010000000101000100010101010001000001010100000000000100000001010001010100000101010000000101000000010100000000000100010001000001000100010000010001000001010101010001010100000100010001010001000100010101000101000001000001010000010000000100000101010101000100010101010101010101000101010001010001000101010001010001010100010101010100010000000101010100000000000000000000010101000101010001000000010100000000000000000101000100000101010101000001000000000001000000000001000001000001010100010101010001000001,100,82,fc32def0e7194981_31527.jpg
cv2024,AIIMS,training,ulcer2_451.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_451.jpg,00000000000100000100010001010000000100010101010001000101000101000000000000000000010001010101000100010101010000010100010100010001000000010000000101010100010000000000010101000100000100010000010000010001000001010100010101000001010101010000000101000101010000010100010001010101010101010100000001000100010001000001000100010001010101000101010001000000000100010000000100010101000000010000010100010001000101000101010100000000000101010001000000000001010101000001000101010100000000000000000101000000010001010101010000000001,100,76,64440803f87b4843_9669.jpg
cv2024,AIIMS,training,ulcer2_481.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_481.jpg,00000000000000010000000101000100000100000001000001010101000001010000000100000001000001010100000000010000000000000000010101010101000000000001000101010101010001010100000000010100010100000001010000010001000101010101010101010100000000010101010001010100000001010000000101010101010101010100000000010100000101010001010100010000010001010101010101010100000000000100010101000000000101000101010101000100010101010000000100000001010000010001010000010001000001000101000000000000010000000100000000010001010001000100000101010001,100,76,b2134f4a6f864613_2048.jpg
cv2024,AIIMS,training,ulcer2_606.jpg,<CV2024_ROOT>/Dataset/training/Ulcer/AIIMS/ulcer2_606.jpg,00010000000000010000010101000100000100000100010000010101000100000000000100010000000101000101000100000000000101010101010101010000000100000001000101000100010001000001010001010100010100000001000000010001000101010101010001000101000100000100010001000101000100000100010101000101010001010101000101010101010000000001010000000001010101010100010101000100000000000001010100010100000000010101000001000101010001000000000000000001000001010100000000010000000000010001000100000101010100010001000001000000000101010101010001000101,100,78,5e59c7fdb16c4228_39828.jpg
