source,partition,cv_dataset,cv_split,filename,path,phash,dhash,min_phash_dist_to_kvasir,min_dhash_dist_to_kvasir,nearest_kvasir_file
cv2024,training_AIIMS,AIIMS,training,worm1_120.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_120.jpg,94ad41ff06c447d9,c89af6f47c7c98d0,12,10,64440803f87b4843_19199.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_125.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_125.jpg,95cf41fc44470f93,c08afaf434389cd8,12,11,64440803f87b4843_18728.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1264.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1264.jpg,91664c2943cb4f3f,e4345cdcd899baf0,12,11,07c1fa15a20a4398_5060.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1290.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1290.jpg,c6e618d960369b3b,e4ececccc6f0e4f0,14,9,4aebc5cb2d4847aa_28522.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1295.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1295.jpg,c1e91392476f163e,d29272d2e2f0d2d8,10,10,07c1fa15a20a4398_1546.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_130.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_130.jpg,95cf40fc471f0363,e0c0eb723434b0c8,10,13,131368cc17e44240_31540.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1306.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1306.jpg,c06a11f347071f6f,c895b185858090d8,10,12,df6b47bafe5143f5_10010.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1315.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1315.jpg,c4d249ad163a7373,f0e0cc848626a2f0,12,10,131368cc17e44240_30446.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1326.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1326.jpg,92e6452b131b3f9c,e0e46cd9bd7df8f0,12,12,d626f4f4a5ac4785_50055.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1335.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1335.jpg,94e44f36c44b639b,e4f4dcbc3c1cf8f0,14,9,131368cc17e44240_30676.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1346.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1346.jpg,e22715dc476c926e,cecfcfc7a1b183dc,14,14,fb86bc87d3874cd7_30670.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1355.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1355.jpg,e2231559456dde66,dacbcdc7e13187dc,12,14,b2134f4a6f864613_14455.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1366.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1366.jpg,c4ed159743991676,f6e6e7c3e0a0b0d8,10,9,5e9beaf4e66142c8_49316.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1386.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1386.jpg,c0e15173469e1fcb,c892b4e5e569b8fc,12,9,131368cc17e44240_31485.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1404.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1404.jpg,c5e11346469d9b4f,c89a92f6e629b4ec,14,11,d7a271f233ba4a40_7699.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1425.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1425.jpg,c4d411714797176f,d4b464e4a62698d8,8,9,131368cc17e44240_1240.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1446.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1446.jpg,95e149645333cf1e,d0b66eccccf4fcf0,14,10,131368cc17e44240_30637.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1500.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1500.jpg,c2e31157069c9b6f,c8c1d5e5e5b8b0d8,14,12,0531325b64674948_9997.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_160.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_160.jpg,95b5415b15d35e46,d892ecfefcf8f2f0,10,7,131368cc17e44240_30755.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1677.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1677.jpg,b4594ce11399473f,b2b63edede8ea6e4,12,9,dac1e27f7e4d4ef5_15067.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1764.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1764.jpg,976f20e44797169a,c21379686054b8f8,10,13,5e59c7fdb16c4228_9517.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1786.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1786.jpg,cdcf1423165b43d9,e0b2d3c3c383bab4,12,10,89cdd41258c542c5_3639.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1821.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1821.jpg,d51c419307761fb5,f0b23624464dccd0,14,12,ed02f27ef36f483e_58593.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1845.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1845.jpg,c1641c3bc53d169f,e6a3c3c3c9d95bf8,12,13,0728084c8da942d9_22912.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1855.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1855.jpg,8c4f14bb42b4579e,f2f266e6e336b6b4,12,13,dc221ccc65d34010_37017.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1916.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1916.jpg,9063471e509e67ed,e4cac691b1b5b0f0,12,10,5e59c7fdb16c4228_45163.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1946.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1946.jpg,c167058f466c1bb7,e2c2d9b1a99bbaf8,10,12,dc221ccc65d34010_37146.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_1966.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_1966.jpg,9160479f54c91bbe,dcd6d195bc78f2e4,10,11,dc221ccc65d34010_48679.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_2004.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_2004.jpg,d5971164159947b7,fcf0f0f06460b0f8,8,7,bc84479c66fe4da6_24568.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_2015.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_2015.jpg,954e14bb53b4166d,fcf0f0d859783afc,10,9,3c8d5f0b90d7475d_16874.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_2025.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_2025.jpg,954e047273b94e6b,f4707058487078fc,14,10,04a78ef00c5245e0_7670.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_2036.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_2036.jpg,c5991573166f136a,f8f8f0e0c8cac2f0,8,7,64440803f87b4843_18482.jpg
cv2024,training_AIIMS,AIIMS,training,worm1_2056.jpg,<CV2024_ROOT>/Dataset/training/Worms/AIIMS/worm1_2056.jpg,d18f443107725f73,f0f0e0c098989cc4,10,7,df6b47bafe5143f5_3938.jpg
